ticker,percent,company,amt
2327,0.01,Yageo Corp. —,3239.3
1113,0.01,"CK Asset Holdings Ltd. — BYZQ077 0.01 % 1,245,750 $6,033,29",3239.3
HELN,0.01,"Helvetia Holding AG — BK6QWF0 0.01 % 24,511 $6,023,339",3239.3
AWI,0.01,Armstrong World Industries Inc.,3239.3
MPL,0.01,"Medibank Pvt Ltd. — BRTNNQ5 0.01 % 1,884,738 $6,004,391",3239.3
PLNT,0.01,Planet Fitness Inc. Class A,3239.3
BPOP,0.01,Popular Inc.,3239.3
MNDY,0.01,"Monday.com Ltd. M7S64H106 BMHRYX8 0.01 % 30,912 $5,987,345",3239.3
SHRIRAMFIN,0.01,"Shriram Finance Ltd. — BS4DBX0 0.01 % 863,103 $5,984,626",3239.3
ADIB,0.01,Abu Dhabi Islamic Bank PJSC —,3239.3
PE,0.01,&OLES* Industrias Penoles SAB de CV —,3239.3
PEO,0.01,Bank Polska Kasa Opieki SA —,3239.3
CRBG,0.01,Corebridge Financial Inc.,3239.3
ADANIPOWER,0.01,"Adani Power Ltd. — BV2DVP5 0.01 % 3,652,770 $5,953,556",3239.3
SN,0.01,"SharkNinja Inc. G8068L108 BRS7681 0.01 % 57,515 $5,932,672",3239.3
2057,0.01,"ZTO Express Cayman Inc. — BMZ1C83 0.01 % 313,550 $5,931,718",3239.3
AA,0.01,Alcoa Corp.,3239.3
2379,0.01,Realtek Semiconductor Corp. —,3239.3
5880,0.01,"Taiwan Cooperative Financial Holding Co. Ltd. — B73XCZ3 0.01 % 7,311,862 $5,914,416",3239.3
BAJAJFINSV,0.01,"Bajaj Finserv Ltd. — BMTWGK2 0.01 % 261,603 $5,910,516",3239.3
6,0.01,Power Assets Holdings Ltd. —,3239.3
JBS,0.01,"JBS NV Class A — BT18HL5 0.01 % 395,450 $5,904,069",3239.3
MKSI,0.01,MKS Instruments Inc.,3239.3
AOS,0.01,AO Smith Corp.,3239.3
KNIN,0.01,"Kuehne + Nagel International AG — B142S60 0.01 % 31,502 $5,895,203",3239.3
PHOE,0.01,Phoenix Financial Ltd. —,3239.3
EN,0.01,Bouygues SA —,3239.3
W,0.01,Wayfair Inc.,3239.3
MDGL,0.01,Madrigal Pharmaceuticals Inc.,3239.3
3659,0.01,"Nexon Co. Ltd. — B63QM77 0.01 % 266,324 $5,844,634",3239.3
DINO,0.01,HF Sinclair Corp,3239.3
TLC,0.01,"Lottery Corp. Ltd. — BNRQW72 0.01 % 1,503,694 $5,839,099",3239.3
DRREDDY,0.01,"Dr Reddy's Laboratories Ltd. — BQ2KJW4 0.01 % 420,860 $5,838,894",3239.3
BID,0.01,"Bid Corp. Ltd. — BZBFKT7 0.01 % 233,202 $5,826,435",3239.3
TATACONSUM,0.01,Tata Consumer Products Ltd. —,3239.3
SKF,0.01,"B Skf Ab — B1Q3J35 0.01 % 233,656 $5,811,301",3239.3
JBH,0.01,JB Hi-Fi Ltd. —,3239.3
1060,0.01,"Saudi Awwal Bank — B12LSY7 0.01 % 675,134 $5,776,873",3239.3
4689,0.01,LY Corp. —,3239.3
PCOR,0.01,Procore Technologies Inc.,3239.3
FIVE,0.01,Five Below Inc.,3239.3
EPAM,0.01,EPAM Systems Inc.,3239.3
7186,0.01,"Concordia Financial Group Ltd. — BD97JW7 0.01 % 753,579 $5,769,44",3239.3
OSK,0.01,Oshkosh Corp.,3239.3
MNG,0.01,"M&G plc — BKFB1C6 0.01 % 1,689,853 $5,762,914",3239.3
DSG,0.01,Descartes Systems Group Inc.,3239.3
9626,0.01,"Bilibili Inc. — BLF8533 0.01 % 203,319 $5,749,23",3239.3
IVZ,0.01,"Invesco Ltd. G491BT108 B28XP76 0.01 % 250,577 $5,748,236",3239.3
288,0.01,"WH Group Ltd. — BLLHKZ1 0.01 % 5,307,758 $5,748,04",3239.3
AVTR,0.01,Avantor Inc.,3239.3
SIG,0.01,"Sigma Healthcare Ltd. — BF13K02 0.01 % 2,926,227 $5,746,537",3239.3
APOLLOHOSP,0.01,Apollo Hospitals Enterprise Ltd. —,3239.3
6400,0.01,,3239.3
9901,0.01,"New Oriental Education & Technology Group Inc. — BN4MKV3 0.01 % 1,073,960 $5,732,35",3239.3
ERF,0.01,Eurofins Scientific SE L,3239.3
ICG,0.01,"ICG plc G4807D192 BYT1DJ1 0.01 % 190,840 $5,729,674",3239.3
ABEV3,0.01,"Ambev SA — BG7ZWY7 0.01 % 2,521,092 $5,726,902",3239.3
CVLT,0.01,CommVault Systems Inc.,3239.3
IVN,0.01,Ivanhoe Mines Ltd.,3239.3
LAD,0.01,Lithia Motors Inc. Class A,3239.3
ACLN,0.01,"Accelleron Industries AG — BNM73Q6 0.01 % 67,419 $5,709,361",3239.3
GIL,0.01,Gildan Activewear Inc. Class A,3239.3
TLKM,0.01,"Telkom Indonesia Persero Tbk PT — BD4T6W7 0.01 % 30,995,840 $5,707,159",3239.3
6532,0.01,"BayCurrent Inc. — BYP20B9 0.01 % 96,870 $5,692,7",3239.3
ZION,0.01,Zions Bancorp NA,3239.3
HQY,0.01,HealthEquity Inc.,3239.3
HDFCLIFE,0.01,"HDFC Life Insurance Co. Ltd. Y3R1AP109 BF0TRG6 0.01 % 664,957 $5,662,636",3239.3
LI,0.01,Klepierre SA —,3239.3
BBIO,0.01,Bridgebio Pharma Inc.,3239.3
DIVISLAB,0.01,Divi's Laboratories Ltd. —,3239.3
RVMD,0.01,Revolution Medicines Inc.,3239.3
BCP,0.01,"Banco Comercial Portugues SA — BZCNN35 0.01 % 6,366,234 $5,651,588",3239.3
329180,0.01,,3239.3
QRVO,0.01,Qorvo Inc.,3239.3
6690,0.01,"Haier Smart Home Co. Ltd. Class A — BLD4QD0 0.01 % 1,733,400 $5,623,494",3239.3
CPALL,0.01,"-F CP ALL PCL (Foreign) — B08YDF9 0.01 % 3,854,600 $5,618,283",3239.3
A17U,0.01,CapitaLand Ascendas REIT —,3239.3
SBID,0.01,State Bank of India GDR,3239.3
TSEM,0.01,Tower Semiconductor Ltd. —,3239.3
MTSI,0.01,MACOM Technology Solutions Holdings Inc.,3239.3
ONB,0.01,Old National Bancorp/IN,3239.3
3034,0.01,Novatek Microelectronics Corp. —,3239.3
NFG,0.01,National Fuel Gas Co.,3239.3
DY,0.01,Dycom Industries Inc.,3239.3
5713,0.01,Sumitomo Metal Mining Co. Ltd. —,3239.3
XP,0.01,XP Inc. G,3239.3
RED,0.01,Redeia Corp. SA,3239.3
7735,0.01,SCREEN Holdings Co. Ltd. —,3239.3
SAIA,0.01,Saia Inc.,3239.3
HEIO,0.01,"Heineken Holding NV — B0CCH46 0.01 % 80,824 $5,549,630",3239.3
FND,0.01,Floor & Decor Holdings Inc. Class A,3239.3
UAL,0.01,United Airlines Holdings Inc.,3239.3
ORNBV,0.01,"Orion Oyj Class B — B17NY40 0.01 % 72,132 $5,537,825",3239.3
T,0.01,TELUS Corp.,3239.3
FORTUM,0.01,Fortum Oyj —,3239.3
TLX,0.01,"Talanx AG — B8F0TD6 0.01 % 41,386 $5,517,889",3239.3
ABF,0.01,Associated British Foods plc G,3239.3
2382,0.01,"Sunny Optical Technology Group Co. Ltd. G8586D109 B1YBT08 0.01 % 475,500 $5,515,39",3239.3
NNN,0.01,National Retail Properties Inc.,3239.3
ABG,0.01,"Absa Group Ltd. — BFX05H3 0.01 % 525,006 $5,509,602",3239.3
SSW,0.01,"Sibanye Stillwater Ltd. — BL0L913 0.01 % 1,946,698 $5,506,337",3239.3
BSY,0.01,Bentley Systems Inc. Class B,3239.3
SPIE,0.01,"Spie SA — BYZFYS3 0.01 % 101,553 $5,490,119",3239.3
600036,0.01,,3239.3
MAERSK,0.01,B AP Moller - Maersk A/S Class B —,3239.3
S32,0.01,"South32 Ltd. — BWSW5D9 0.01 % 3,020,057 $5,474,507",3239.3
EDV,0.01,"Endeavour Mining plc — BL6K5J4 0.01 % 130,907 $5,474,149",3239.3
AIA,0.01,"Auckland International Airport Ltd. — BKX3XG2 0.01 % 1,195,710 $5,465,610",3239.3
LW,0.01,Lamb Weston Holdings Inc.,3239.3
HAG,0.01,"Hensoldt AG — BN0SDX8 0.01 % 41,888 $5,455,599",3239.3
PSPN,0.01,PSP Swiss Property AG — B,3239.3
VMI,0.01,Valmont Industries Inc.,3239.3
FSV,0.01,FirstService Corp.,3239.3
RNO,0.01,Renault SA —,3239.3
CORT,0.01,Corcept Therapeutics Inc.,3239.3
LKQ,0.01,LKQ Corp.,3239.3
TRYG,0.01,"Tryg A/S — BXDZ972 0.01 % 213,974 $5,432,629",3239.3
8113,0.01,Unicharm Corp. J,3239.3
BRITANNIA,0.01,"Britannia Industries Ltd. — BGSQG47 0.01 % 80,350 $5,422,660",3239.3
OR,0.01,OR Royalties Inc.,3239.3
HEROMOTOCO,0.01,Hero MotoCorp Ltd. —,3239.3
4188,0.01,"Mitsubishi Chemical Group Corp. — B0JQTJ0 0.01 % 941,884 $5,410,320",3239.3
UNI,0.01,"Unipol Assicurazioni SPA — B7SF135 0.01 % 251,474 $5,406,085",3239.3
JAZZ,0.01,Jazz Pharmaceuticals plc G,3239.3
GALP,0.01,"Galp Energia SGPS SA — B1FW751 0.01 % 284,858 $5,397,989",3239.3
1179,0.01,"H World Group Ltd. — BMB5YK5 0.01 % 1,367,170 $5,395,155",3239.3
9843,0.01,Nitori Holdings Co. Ltd. J,3239.3
OLLI,0.01,Ollie's Bargain Outlet Holdings Inc.,3239.3
SLM,0.01,"Sanlam Ltd. S7302C137 B0L6750 0.01 % 1,113,396 $5,389,258",3239.3
601138,0.01,,3239.3
IMI,0.01,IMI plc G,3239.3
ADC,0.01,Agree Realty Corp.,3239.3
SOL,0.01,Washington H Soul Pattinson & Co. Ltd. Q,3239.3
6586,0.01,Makita Corp. —,3239.3
CRL,0.01,Charles River Laboratories International Inc.,3239.3
AKRBP,0.01,"Aker BP ASA — B1L95G3 0.01 % 210,453 $5,341,158",3239.3
COLB,0.01,Columbia Banking System Inc.,3239.3
ESTC,0.01,Elastic NV N,3239.3
INGR,0.01,Ingredion Inc.,3239.3
CFR,0.01,Cullen/Frost Bankers Inc.,3239.3
1339,0.01,"People's Insurance Co. Group of China Ltd. Class H — B8RZJZ1 0.01 % 6,082,000 $5,320,78",3239.3
ADDT,0.01,"B AddTech AB — BLN8T44 0.01 % 163,247 $5,310,463",3239.3
R,0.01,Ryder System Inc.,3239.3
RDOR3,0.01,"Rede D'Or Sao Luiz SA — BNDQ8P6 0.01 % 671,339 $5,307,895",3239.3
ELISA,0.01,Elisa Oyj —,3239.3
OMV,0.01,OMV AG —,3239.3
KEY,0.01,Keyera Corp.,3239.3
BNR,0.01,Brenntag SE D,3239.3
EXP,0.01,Eagle Materials Inc.,3239.3
CHOLAFIN,0.01,"Cholamandalam Investment and Finance Co. Ltd. — BJ9K2H4 0.01 % 292,177 $5,294,413",3239.3
LIFCO,0.01,"B Lifco AB Class B — BL6K7K9 0.01 % 156,275 $5,291,423",3239.3
CGNX,0.01,Cognex Corp.,3239.3
5411,0.01,JFE Holdings Inc. —,3239.3
4062,0.01,Ibiden Co. Ltd. —,3239.3
WTS,0.01,Watts Water Technologies Inc. Class A,3239.3
SBRY,0.01,"J Sainsbury plc — B019KW7 0.01 % 1,169,968 $5,260,436",3239.3
NESTE,0.01,"Neste Oyj — B06YV46 0.01 % 285,973 $5,254,397",3239.3
TTC,0.01,Toro Co.,3239.3
TPG,0.01,TPG Inc. Class A,3239.3
2883,0.01,KGI Financial Holding Co. Ltd. —,3239.3
CBSH,0.01,Commerce Bancshares Inc./MO,3239.3
ADANIENT,0.01,"Adani Enterprises Ltd. — B01VRK0 0.01 % 185,354 $5,234,573",3239.3
NEM,0.01,Nemetschek SE —,3239.3
BEZ,0.01,"Beazley plc G0936K107 BYQ0JC6 0.01 % 427,623 $5,229,815",3239.3
9150,0.01,,3239.3
998,0.01,"China CITIC Bank Corp. Ltd. Class H — B1W0JF2 0.01 % 6,085,525 $5,225,430",3239.3
TREL,0.01,B Trelleborg AB Class B W,3239.3
DIB,0.01,Dubai Islamic Bank PJSC —,3239.3
EQX,0.01,Equinox Gold Corp.,3239.3
BPCL,0.01,Bharat Petroleum Corp. Ltd. —,3239.3
TNE,0.01,Technology One Ltd. Q,3239.3
WTB,0.01,"Whitbread plc G9606P197 B1KJJ40 0.01 % 119,505 $5,184,860",3239.3
SHP,0.01,Shoprite Holdings Ltd.,3239.3
ASX,0.01,ASX Ltd. —,3239.3
PRIM,0.01,Primoris Services Corp.,3239.3
GBLB,0.01,Groupe Bruxelles Lambert NV B4746J115,3239.3
TAP,0.01,Molson Coors Brewing Co. Class B,3239.3
1519,0.01,"J&T Global Express Ltd. — BRBTW19 0.01 % 4,087,400 $5,129,260",3239.3
RMV,0.01,"Rightmove plc G7565D106 BGDT3G2 0.01 % 536,912 $5,127,422",3239.3
4013,0.01,"Dr Sulaiman Al Habib Medical Services Group Co. — BLGM738 0.01 % 71,209 $5,126,047",3239.3
SQN,0.01,"Swissquote Group Holding SA — B1X3KP7 0.01 % 7,285 $5,124,403",3239.3
R3NK,0.01,"RENK Group AG — BMD6RR4 0.01 % 49,481 $5,122,414",3239.3
MOD,0.01,Modine Manufacturing Co.,3239.3
8951,0.01,Nippon Building Fund Inc. —,3239.3
3008,0.01,Largan Precision Co. Ltd. —,3239.3
GH,0.01,Guardant Health Inc.,3239.3
VOYA,0.01,Voya Financial Inc.,3239.3
IDA,0.01,IDACORP Inc.,3239.3
DMART,0.01,"Avenue Supermarts Ltd. — BYW1G33 0.01 % 101,060 $5,093,072",3239.3
5334,0.01,Niterra Co. Ltd. —,3239.3
KGF,0.01,Kingfisher plc G5256E441,3239.3
PNFP,0.01,Pinnacle Financial Partners Inc.,3239.3
AXS,0.01,Axis Capital Holdings Ltd. G0692U109,3239.3
CPX,0.01,Capital Power Corp.,3239.3
6841,0.01,Yokogawa Electric Corp. —,3239.3
BTRW,0.01,Barratt Redrow plc —,3239.3
JBTM,0.01,John Bean Technologies Corp.,3239.3
BZ,0.01,Kanzhun Ltd. ADR,3239.3
NXT,0.01,"NEXTDC Ltd. — B5LMKP4 0.01 % 448,426 $5,030,763",3239.3
EMN,0.01,Eastman Chemical Co.,3239.3
HL,0.01,Hecla Mining Co.,3239.3
VNO,0.01,Vornado Realty Trust,3239.3
ELF,0.01,elf Beauty Inc.,3239.3
2020,0.01,"SABIC Agri-Nutrients Co. — B1323K0 0.01 % 157,794 $5,018,6",3239.3
ACI,0.01,Albertsons Cos. Inc. Class A,3239.3
267,0.01,CITIC Ltd. —,3239.3
RXL,0.01,"Rexel SA — B1VP0K0 0.01 % 151,786 $4,997,285",3239.3
4204,0.01,Sekisui Chemical Co. Ltd. J,3239.3
TATAPOWER,0.01,"Tata Power Co. Ltd. — B6Z1L73 0.01 % 1,140,266 $4,989,520",3239.3
BBAS3,0.01,Banco do Brasil SA —,3239.3
3626,0.01,"TIS Inc. — B2Q4CR0 0.01 % 151,000 $4,980,75",3239.3
TFII,0.01,TFI International Inc.,3239.3
CHC,0.01,"Charter Hall Group — B15F6S6 0.01 % 330,395 $4,965,944",3239.3
UGI,0.01,UGI Corp.,3239.3
ALSN,0.01,Allison Transmission Holdings Inc.,3239.3
CTRE,0.01,CareTrust REIT Inc.,3239.3
6479,0.01,MINEBEA MITSUMI Inc. —,3239.3
SSD,0.01,Simpson Manufacturing Co. Inc.,3239.3
INDHOTEL,0.01,"Indian Hotels Co. Ltd. Class A — B1FRT61 0.01 % 609,149 $4,944,804",3239.3
3993,0.01,"China Molybdenum Co. Ltd. Class H — B1VRCG6 0.01 % 2,451,000 $4,940,644",3239.3
2002,0.01,China Steel Corp. —,3239.3
PCTY,0.01,Paylocity Holding Corp.,3239.3
ZAL,0.01,"Zalando SE — BQV0SV7 0.01 % 160,809 $4,934,941",3239.3
BCE,0.01,BCE Inc.,3239.3
RGEN,0.01,Repligen Corp.,3239.3
REA,0.01,REA Group Ltd. Q8051B108,3239.3
2360,0.01,Chroma ATE Inc. —,3239.3
TE,0.01,"Technip Energies NV — BNC0116 0.01 % 104,307 $4,922,632",3239.3
5016,0.01,JX Advanced Metals Corp. —,3239.3
APA,0.01,APA Group Q0437B100,3239.3
HSIC,0.01,Henry Schein Inc.,3239.3
JXN,0.01,Jackson Financial Inc. Class A,3239.3
FSS,0.01,Federal Signal Corp.,3239.3
CADE,0.01,Cadence Bank,3239.3
9501,0.01,Tokyo Electric Power Co. Holdings Inc. —,3239.3
ZWS,0.01,Zurn Elkay Water Solutions Corp.,3239.3
C6L,0.01,Singapore Airlines Ltd. —,3239.3
CON,0.01,Continental AG —,3239.3
ALE,0.01,"Allegro.eu SA — BMBQDF6 0.01 % 495,192 $4,858,646",3239.3
ASII,0.01,"Astra International Tbk PT — B800MQ5 0.01 % 14,008,030 $4,858,006",3239.3
1347,0.01,"Hua Hong Semiconductor Ltd. — BRB3857 0.01 % 472,084 $4,851,249",3239.3
KD,0.01,Kyndryl Holdings Inc.,3239.3
WING,0.01,Wingstop Inc.,3239.3
STAG,0.01,STAG Industrial Inc.,3239.3
LNW,0.01,Scientific Games Corp.,3239.3
4704,0.01,Trend Micro Inc./Japan —,3239.3
EXLS,0.01,ExlService Holdings Inc.,3239.3
ITUB,0.01,Itau Unibanco Holding SA ADR,3239.3
MGM,0.01,MGM Resorts International,3239.3
LNC,0.01,Lincoln National Corp.,3239.3
SECU,0.01,B Securitas AB Class B —,3239.3
GPT,0.01,GPT Group —,3239.3
SNV,0.01,Synovus Financial Corp.,3239.3
BEN,0.01,Franklin Resources Inc.,3239.3
HRL,0.01,Hormel Foods Corp.,3239.3
KMX,0.01,CarMax Inc.,3239.3
ENT,0.01,"Entain plc — B5VQMV6 0.01 % 406,661 $4,806,106",3239.3
MMYT,0.01,"MakeMyTrip Ltd. V5633W109 B552PC2 0.01 % 51,232 $4,795,315",3239.3
CIGI,0.01,Colliers International Group Inc.,3239.3
EQTL3,0.01,"Equatorial Energia SA — B128R96 0.01 % 690,029 $4,790,56",3239.3
688,0.01,China Overseas Land & Investment Ltd. Y,3239.3
8331,0.01,Chiba Bank Ltd. —,3239.3
7020,0.01,"Etihad Etisalat Co. — B12LR51 0.01 % 265,109 $4,778,63",3239.3
FLS,0.01,Flowserve Corp.,3239.3
LIF,0.01,Life360 Inc.,3239.3
1530,0.01,"3SBio Inc. — BY9D3L9 0.01 % 1,225,500 $4,765,87",3239.3
GTT,0.01,"Gaztransport Et Technigaz SA — BJYRDP5 0.01 % 25,552 $4,745,026",3239.3
15760,0.01,,3239.3
3088,0.01,"MatsukiyoCocokara & Co. — B249GC0 0.01 % 233,540 $4,740,587",3239.3
DEWA,0.01,"Dubai Electricity & Water Authority PJSC — BJLTVJ4 0.01 % 6,411,119 $4,733,504",3239.3
OMF,0.01,OneMain Holdings Inc.,3239.3
BDMS,0.01,"-F Bangkok Dusit Medical Services PCL — BLZGSM7 0.01 % 7,465,700 $4,716,507",3239.3
7912,0.01,Dai Nippon Printing Co. Ltd. —,3239.3
MUSA,0.01,Murphy USA Inc.,3239.3
MTG,0.01,MGIC Investment Corp.,3239.3
IFT,0.01,Infratil Ltd. —,3239.3
MRUS,0.01,"Merus NV N5749R100 BZBY005 0.01 % 49,988 $4,706,370",3239.3
VBL,0.01,"Varun Beverages Ltd. — BQB80M6 0.01 % 940,858 $4,700,047",3239.3
788,0.01,"China Tower Corp. Ltd. — BTVMCY5 0.01 % 3,186,757 $4,697,71",3239.3
8593,0.01,Mitsubishi HC Capital Inc. J4706D100,3239.3
GAMUDA,0.01,Gamuda Bhd. —,3239.3
2413,0.01,"M3 Inc. J4697J108 B02K2M3 0.01 % 289,938 $4,693,605",3239.3
SEK,0.01,"SEEK Ltd. Q8382E102 B0767Y3 0.01 % 249,035 $4,692,410",3239.3
SPX,0.01,Spirax Group plc G,3239.3
7202,0.01,Isuzu Motors Ltd. —,3239.3
1658,0.01,"Postal Savings Bank of China Co. Ltd. Class H — BD8GL18 0.01 % 6,680,000 $4,679,740",3239.3
FLR,0.01,Fluor Corp.,3239.3
ORK,0.01,"Orkla ASA — B1VQF42 0.01 % 447,268 $4,676,107",3239.3
3653,0.01,"Jentech Precision Industrial Co. Ltd. — B3FJBY3 0.01 % 58,598 $4,674,51",3239.3
LTMC,0.01,"Lottomatica Group SPA — BMXPBZ7 0.01 % 173,668 $4,674,078",3239.3
4911,0.01,Shiseido Co. Ltd. —,3239.3
G,0.01,"Genpact Ltd. G3922B107 B23DBK6 0.01 % 111,535 $4,672,201",3239.3
7272,0.01,Yamaha Motor Co. Ltd. —,3239.3
PFC,0.01,"Power Finance Corp. Ltd. — B1S7225 0.01 % 1,010,518 $4,666,450",3239.3
CHILE,0.01,Banco de Chile —,3239.3
MARA,0.01,MARA Holdings Inc.,3239.3
8729,0.01,"Sony Financial Group Inc. — B249SN5 0.01 % 4,203,200 $4,661,",3239.3
AMG,0.01,Affiliated Managers Group Inc.,3239.3
1803,0.01,Shimizu Corp. —,3239.3
IQCD,0.01,Industries Qatar QSC —,3239.3
ADNOCGAS,0.01,"Adnoc Gas plc — BPJLW35 0.01 % 4,822,270 $4,648,148",3239.3
600900,0.01,,3239.3
SUZLON,0.01,"Suzlon Energy Ltd. — B0DX8R8 0.01 % 7,494,083 $4,641,461",3239.3
ORI,0.01,Orica Ltd. —,3239.3
TKA,0.01,thyssenkrupp AG —,3239.3
PHNX,0.01,"Phoenix Group Holdings plc — BGXQNP2 0.01 % 533,782 $4,631,648",3239.3
BAJAJ,0.01,"-AUTO Bajaj Auto Ltd. — B2QKXW0 0.01 % 47,333 $4,627,276",3239.3
RENT3,0.01,"Localiza Rent a Car SA — B08K3S0 0.01 % 624,180 $4,626,596",3239.3
1818,0.01,"Zhaojin Mining Industry Co. Ltd. Class H — B1H5082 0.01 % 1,153,000 $4,611,912",3239.3
TEM,0.01,Tempus AI Inc.,3239.3
MIDD,0.01,Middleby Corp.,3239.3
AHR,0.01,American Healthcare REIT Inc.,3239.3
FR,0.01,First Industrial Realty Trust Inc.,3239.3
AL,0.01,Air Lease Corp. Class A,3239.3
ALQ,0.01,"ALS Ltd. — B86SZR5 0.01 % 349,523 $4,604,053",3239.3
POLICYBZR,0.01,"PB Fintech Ltd. — BP4DVR3 0.01 % 240,001 $4,603,238",3239.3
2280,0.01,"Almarai Co. JSC — B137VV2 0.01 % 342,913 $4,599,973",3239.3
STWD,0.01,Starwood Property Trust Inc.,3239.3
3037,0.01,Unimicron Technology Corp. —,3239.3
MASI,0.01,Masimo Corp.,3239.3
ETSY,0.01,Etsy Inc.,3239.3
HRB,0.01,H&R Block Inc.,3239.3
SCB,0.01,"-F SCB X PCL — BPH0717 0.01 % 1,157,000 $4,590,200",3239.3
AGCO,0.01,AGCO Corp.,3239.3
4091,0.01,Nippon Sanso Holdings Corp. —,3239.3
MHK,0.01,Mohawk Industries Inc.,3239.3
FOXA,0.01,Fox Corp. Class A,3239.3
9042,0.01,Hankyu Hanshin Holdings Inc. —,3239.3
INDU,0.01,"C Industrivarden AB Class C — B1VSK54 0.01 % 115,014 $4,565,314",3239.3
STERV,0.01,Stora Enso Oyj —,3239.3
RIOT,0.01,Riot Blockchain Inc.,3239.3
JMT,0.01,"Jeronimo Martins SGPS SA — B1Y1SQ7 0.01 % 187,288 $4,559,565",3239.3
H78,0.01,Hongkong Land Holdings Ltd. —,3239.3
BS6,0.01,"Yangzijiang Shipbuilding Holdings Ltd. — B1VT035 0.01 % 1,738,836 $4,549,249",3239.3
4612,0.01,Nippon Paint Holdings Co. Ltd. —,3239.3
SUZB3,0.01,"Suzano SA P8T20U187 B02GKC7 0.01 % 484,715 $4,544,559",3239.3
AXTA,0.01,"Axalta Coating Systems Ltd. G0750C108 BSFWCF5 0.01 % 158,638 $4,540,220",3239.3
GAW,0.01,Games Workshop Group plc —,3239.3
TMHC,0.01,Taylor Morrison Home Corp. Class A,3239.3
ESAB,0.01,Esab Corp.,3239.3
5201,0.01,AGC Inc. —,3239.3
THG,0.01,Hanover Insurance Group Inc.,3239.3
REC,0.01,"Recordati Industria Chimica e Farmaceutica SPA — B07DRZ5 0.01 % 74,142 $4,525,256",3239.3
SGH,0.01,"SGH Ltd. — BR858V2 0.01 % 137,066 $4,524,531",3239.3
LFUS,0.01,Littelfuse Inc.,3239.3
SHL,0.01,Sonic Healthcare Ltd. —,3239.3
GNTX,0.01,Gentex Corp.,3239.3
2603,0.01,Evergreen Marine Corp. Taiwan Ltd. —,3239.3
KGH,0.01,KGHM Polska Miedz SA —,3239.3
KNX,0.01,Knight-Swift Transportation Holdings Inc.,3239.3
268,0.01,Kingdee International Software Group Co. Ltd. —,3239.3
1303,0.01,Nan Ya Plastics Corp. —,3239.3
8069,0.01,E Ink Holdings Inc. —,3239.3
7701,0.01,Shimadzu Corp. J,3239.3
VCX,0.01,"Vicinity Ltd. — BY7QXS7 0.01 % 2,686,587 $4,475,892",3239.3
SITM,0.01,SiTime Corp.,3239.3
BEIJ,0.01,"B Beijer Ref AB Class B — BP2NJ48 0.01 % 286,279 $4,475,033",3239.3
9602,0.01,Toho Co. Ltd./Tokyo —,3239.3
IOC,0.01,Indian Oil Corp. Ltd. —,3239.3
GTES,0.01,Gates Industrial Corp. plc,3239.3
VOLV,0.01,A Volvo AB Class A,3239.3
AM,0.01,Antero Midstream Corp.,3239.3
AEIS,0.01,Advanced Energy Industries Inc.,3239.3
VNOM,0.01,Viper Energy Inc. Class A,3239.3
6030,0.01,"CITIC Securities Co. Ltd. Class H — B6SPB49 0.01 % 1,124,134 $4,439,",3239.3
CYTK,0.01,Cytokinetics Inc.,3239.3
LUG,0.01,Lundin Gold Inc.,3239.3
DCC,0.01,DCC plc —,3239.3
AAON,0.01,AAON Inc.,3239.3
300,0.01,"Midea Group Co. Ltd. — BQB7ZL7 0.01 % 417,882 $4,410,17",3239.3
FBIN,0.01,Fortune Brands Home & Security Inc.,3239.3
LRN,0.01,Stride Inc.,3239.3
GMED,0.01,Globus Medical Inc.,3239.3
CMC,0.01,Commercial Metals Co.,3239.3
BFAM,0.01,Bright Horizons Family Solutions Inc.,3239.3
MKTX,0.01,MarketAxess Holdings Inc.,3239.3
2449,0.01,King Yuan Electronics Co. Ltd. —,3239.3
DHER,0.01,"Delivery Hero SE Class A — BZCNB42 0.01 % 152,577 $4,381,149",3239.3
LBRDK,0.01,Liberty Broadband Corp.,3239.3
CHE,0.01,Chemed Corp.,3239.3
2313,0.01,"Shenzhou International Group Holdings Ltd. — B0MP1B0 0.01 % 551,966 $4,369,739",3239.3
5831,0.01,"Shizuoka Financial Group Inc. — BP38QJ6 0.01 % 319,000 $4,363,676",3239.3
FTT,0.01,Finning International Inc.,3239.3
GET,0.01,Getlink SE F4R,3239.3
ARW,0.01,Arrow Electronics Inc.,3239.3
CHDN,0.01,Churchill Downs Inc.,3239.3
CART,0.01,Maplebear Inc.,3239.3
INDT,0.01,"Indutrade AB — B0LDBX7 0.01 % 188,682 $4,341,103",3239.3
CRUS,0.01,Cirrus Logic Inc.,3239.3
HWDN,0.01,Howden Joinery Group plc —,3239.3
UHR,0.01,Swatch Group AG (Bearer) —,3239.3
1928,0.01,"Sands China Ltd. — B5B23W2 0.01 % 1,557,200 $4,326,983",3239.3
IMCD,0.01,"Imcd Nv — BNCBD46 0.01 % 41,708 $4,322,929",3239.3
2875,0.01,Toyo Suisan Kaisha Ltd.,3239.3
SMTC,0.01,Semtech Corp.,3239.3
GBCI,0.01,Glacier Bancorp Inc.,3239.3
PB,0.01,Prosperity Bancshares Inc.,3239.3
7911,0.01,TOPPAN Holdings Inc.,3239.3
A,0.01,"— Air Liquide SA — BPGN2S9 0.01 % 20,618 $4,295,898",3239.3
4004,0.01,Resonac Holdings Corp. —,3239.3
